Date,Time,Transaction ID,Receipt No.,Total,Total Cost,Payment Type,Category,Item,Option,Modifier,Quantity,Price per Unit,Discount,Tax,Payment ID,Cash Amount,Card Amount,Balance,Change Amount,Status,Order Type,Table Number,Customer Name,Customer Phone,Customer Email,Cashier
2025-07-04,10:19:22,TRANS_100005,REC_1258,600,600,GCash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,2,80,0,0,PAY_370204,0,0,0,0,Completed,Dine-In,13,Customer_6,09563283685,customer6@example.com,Peter Jones
2025-07-04,10:19:22,TRANS_100005,REC_1258,600,600,GCash,SNACKS,Large Chicken Poppers,NULL,NULL,1,120,0,0,PAY_829952,0,0,0,0,Completed,Dine-In,6,Customer_6,09563283685,customer6@example.com,Peter Jones
2025-07-04,10:19:22,TRANS_100005,REC_1258,600,600,GCash,ADD ONS,EXTRA SHOT ESPRESSO,NULL,NULL,2,20,0,0,PAY_725581,0,0,0,0,Completed,Dine-In,16,Customer_6,09563283685,customer6@example.com,Peter Jones
2025-07-04,10:19:22,TRANS_100005,REC_1258,600,600,GCash,HOTDOGS,Signature Cheesy Hotdog Sandwich,NULL,NULL,2,65,0,0,PAY_583981,0,0,0,0,Completed,Dine-In,10,Customer_6,09563283685,customer6@example.com,Peter Jones
2025-07-04,05:52:03,TRANS_100006,REC_3790,30,30,Cash,ADD ONS,DIP,NULL,NULL,3,10,0,0,PAY_611487,30,0,0,0,Completed,Delivery,NULL,Customer_7,09433284762,customer7@example.com,John Doe
2025-07-04,02:26:27,TRANS_100007,REC_9046,260,260,GCash,DRINKS,Iced Coffee,LARGE,NULL,2,90,0,0,PAY_572989,0,0,0,0,Completed,Dine-In,8,Customer_8,09629616296,customer8@example.com,Peter Jones
2025-07-04,02:26:27,TRANS_100007,REC_9046,260,260,GCash,SNACKS,French Fries,NULL,NULL,2,40,0,0,PAY_280532,0,0,0,0,Completed,Dine-In,13,Customer_8,09629616296,customer8@example.com,Peter Jones
2025-07-04,18:55:52,TRANS_100008,REC_5461,385,385,GCash,ADD ONS,SYRUPS,NULL,NULL,1,5,0,0,PAY_639203,0,0,0,0,Completed,Take-Out,NULL,Customer_9,09206060367,customer9@example.com,Jane Smith
2025-07-04,18:55:52,TRANS_100008,REC_5461,385,385,GCash,DRINKS,Iced Coffee,LARGE,NULL,3,90,0,0,PAY_718908,0,0,0,0,Completed,Take-Out,NULL,Customer_9,09206060367,customer9@example.com,Jane Smith
2025-07-04,18:55:52,TRANS_100008,REC_5461,385,385,GCash,DRINKS,Iced Coffee,LARGE,NULL,1,90,0,0,PAY_980229,0,0,0,0,Completed,Take-Out,NULL,Customer_9,09206060367,customer9@example.com,Jane Smith
2025-07-04,18:55:52,TRANS_100008,REC_5461,385,385,GCash,ADD ONS,EXTRA SHOT ESPRESSO,NULL,NULL,1,20,0,0,PAY_415507,0,0,0,0,Completed,Take-Out,NULL,Customer_9,09206060367,customer9@example.com,Jane Smith
2025-07-04,03:42:41,TRANS_100009,REC_3207,175,175,Card,ADD ONS,SYRUPS,NULL,NULL,1,5,0,0,PAY_675070,0,175,0,0,Completed,Take-Out,NULL,Customer_10,09419727599,customer10@example.com,Jane Smith
2025-07-04,03:42:41,TRANS_100009,REC_3207,175,175,Card,ADD ONS,SYRUPS,NULL,NULL,1,5,0,0,PAY_215065,0,175,0,0,Completed,Take-Out,NULL,Customer_10,09419727599,customer10@example.com,Jane Smith
2025-07-04,03:42:41,TRANS_100009,REC_3207,175,175,Card,HOTDOGS,Plain Hotdog Sandwich,NULL,NULL,3,55,0,0,PAY_128847,0,175,0,0,Completed,Take-Out,NULL,Customer_10,09419727599,customer10@example.com,Jane Smith
2025-07-04,05:22:12,TRANS_100010,REC_4568,825,825,GCash,HOTDOGS,Bacon Overload,NULL,NULL,1,75,0,0,PAY_831546,0,0,0,0,Completed,Take-Out,NULL,Customer_11,09156695449,customer11@example.com,John Doe
2025-07-04,05:22:12,TRANS_100010,REC_4568,825,825,GCash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,2,80,0,0,PAY_575360,0,0,0,0,Completed,Take-Out,NULL,Customer_11,09156695449,customer11@example.com,John Doe
2025-07-04,05:22:12,TRANS_100010,REC_4568,825,825,GCash,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_628602,0,0,0,0,Completed,Take-Out,NULL,Customer_11,09156695449,customer11@example.com,John Doe
2025-07-04,05:22:12,TRANS_100010,REC_4568,825,825,GCash,SNACKS,French Fries,NULL,NULL,2,40,0,0,PAY_503113,0,0,0,0,Completed,Take-Out,NULL,Customer_11,09156695449,customer11@example.com,John Doe
2025-07-04,05:22:12,TRANS_100010,REC_4568,825,825,GCash,DRINKS,Iced Coffee,LARGE,NULL,3,90,0,0,PAY_956279,0,0,0,0,Completed,Take-Out,NULL,Customer_11,09156695449,customer11@example.com,John Doe
2025-07-04,13:28:14,TRANS_100011,REC_8406,240,240,GCash,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_998852,0,0,0,0,Completed,Dine-In,5,Customer_12,09572513066,customer12@example.com,Jane Smith
2025-07-04,05:23:40,TRANS_100012,REC_4910,80,80,Card,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,1,80,0,0,PAY_589482,0,80,0,0,Completed,Delivery,NULL,Customer_13,09636416770,customer13@example.com,John Doe
2025-07-04,22:06:04,TRANS_100013,REC_7394,690,690,Cash,HOTDOGS,Bacon Overload,NULL,NULL,2,75,0,0,PAY_782062,690,0,0,0,Completed,Dine-In,20,Customer_14,09828997936,customer14@example.com,Jane Smith
2025-07-04,22:06:04,TRANS_100013,REC_7394,690,690,Cash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,2,80,0,0,PAY_326415,690,0,0,0,Completed,Dine-In,20,Customer_14,09828997936,customer14@example.com,Jane Smith
2025-07-04,22:06:04,TRANS_100013,REC_7394,690,690,Cash,SNACKS,Large Chicken Poppers,NULL,NULL,1,120,0,0,PAY_252348,690,0,0,0,Completed,Dine-In,15,Customer_14,09828997936,customer14@example.com,Jane Smith
2025-07-04,22:06:04,TRANS_100013,REC_7394,690,690,Cash,HOTDOGS,Bacon Overload,NULL,NULL,2,75,0,0,PAY_818962,690,0,0,0,Completed,Dine-In,18,Customer_14,09828997936,customer14@example.com,Jane Smith
2025-07-04,22:06:04,TRANS_100013,REC_7394,690,690,Cash,HOTDOGS,Plain Hotdog Sandwich,NULL,NULL,2,55,0,0,PAY_967659,690,0,0,0,Completed,Dine-In,18,Customer_14,09828997936,customer14@example.com,Jane Smith
2025-07-04,23:15:35,TRANS_100014,REC_1462,725,725,GCash,HOTDOGS,Signature Cheesy Hotdog Sandwich,NULL,NULL,2,65,0,0,PAY_189811,0,0,0,0,Completed,Dine-In,15,Customer_15,09462531842,customer15@example.com,John Doe
2025-07-04,23:15:35,TRANS_100014,REC_1462,725,725,GCash,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_343625,0,0,0,0,Completed,Dine-In,16,Customer_15,09462531842,customer15@example.com,John Doe
2025-07-04,23:15:35,TRANS_100014,REC_1462,725,725,GCash,HOTDOGS,Signature Cheesy Hotdog Sandwich,NULL,NULL,2,65,0,0,PAY_981719,0,0,0,0,Completed,Dine-In,9,Customer_15,09462531842,customer15@example.com,John Doe
2025-07-04,23:15:35,TRANS_100014,REC_1462,725,725,GCash,HOTDOGS,Signature Cheesy Hotdog Sandwich,NULL,NULL,1,65,0,0,PAY_288540,0,0,0,0,Completed,Dine-In,6,Customer_15,09462531842,customer15@example.com,John Doe
2025-07-04,23:15:35,TRANS_100014,REC_1462,725,725,GCash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,2,80,0,0,PAY_182987,0,0,0,0,Completed,Dine-In,15,Customer_15,09462531842,customer15@example.com,John Doe
2025-07-04,11:24:31,TRANS_100015,REC_8974,475,475,Cash,HOTDOGS,Bacon Overload,NULL,NULL,1,75,0,0,PAY_631996,475,0,0,0,Completed,Dine-In,20,Customer_16,09759457596,customer16@example.com,John Doe
2025-07-04,11:24:31,TRANS_100015,REC_8974,475,475,Cash,SNACKS,French Fries,NULL,NULL,2,40,0,0,PAY_835156,475,0,0,0,Completed,Dine-In,18,Customer_16,09759457596,customer16@example.com,John Doe
2025-07-04,11:24:31,TRANS_100015,REC_8974,475,475,Cash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,3,80,0,0,PAY_696506,475,0,0,0,Completed,Dine-In,9,Customer_16,09759457596,customer16@example.com,John Doe
2025-07-04,11:24:31,TRANS_100015,REC_8974,475,475,Cash,ADD ONS,EXTRA SHOT ESPRESSO,NULL,NULL,2,20,0,0,PAY_507407,475,0,0,0,Completed,Dine-In,19,Customer_16,09759457596,customer16@example.com,John Doe
2025-07-04,11:24:31,TRANS_100015,REC_8974,475,475,Cash,SNACKS,French Fries,NULL,NULL,1,40,0,0,PAY_584079,475,0,0,0,Completed,Dine-In,1,Customer_16,09759457596,customer16@example.com,John Doe
2025-07-04,01:04:31,TRANS_100016,REC_1007,560,560,Cash,ADD ONS,DIP,NULL,NULL,2,10,0,0,PAY_455684,560,0,0,0,Completed,Delivery,NULL,Customer_17,09542045442,customer17@example.com,John Doe
2025-07-04,01:04:31,TRANS_100016,REC_1007,560,560,Cash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,3,80,0,0,PAY_781206,560,0,0,0,Completed,Delivery,NULL,Customer_17,09542045442,customer17@example.com,John Doe
2025-07-04,01:04:31,TRANS_100016,REC_1007,560,560,Cash,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_279732,560,0,0,0,Completed,Delivery,NULL,Customer_17,09542045442,customer17@example.com,John Doe
2025-07-04,01:04:31,TRANS_100016,REC_1007,560,560,Cash,ADD ONS,EXTRA SHOT ESPRESSO,NULL,NULL,3,20,0,0,PAY_626414,560,0,0,0,Completed,Delivery,NULL,Customer_17,09542045442,customer17@example.com,John Doe
2025-07-04,19:51:37,TRANS_100017,REC_1274,820,820,GCash,HOTDOGS,Bacon Overload,NULL,NULL,2,75,0,0,PAY_913501,0,0,0,0,Completed,Delivery,NULL,Customer_18,09346011590,customer18@example.com,Peter Jones
2025-07-04,19:51:37,TRANS_100017,REC_1274,820,820,GCash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,2,80,0,0,PAY_867998,0,0,0,0,Completed,Delivery,NULL,Customer_18,09346011590,customer18@example.com,Peter Jones
2025-07-04,19:51:37,TRANS_100017,REC_1274,820,820,GCash,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_819331,0,0,0,0,Completed,Delivery,NULL,Customer_18,09346011590,customer18@example.com,Peter Jones
2025-07-04,19:51:37,TRANS_100017,REC_1274,820,820,GCash,SNACKS,Large Chicken Poppers,NULL,NULL,1,120,0,0,PAY_469074,0,0,0,0,Completed,Delivery,NULL,Customer_18,09346011590,customer18@example.com,Peter Jones
2025-07-04,19:51:37,TRANS_100017,REC_1274,820,820,GCash,HOTDOGS,Bacon Overload,NULL,NULL,2,75,0,0,PAY_817492,0,0,0,0,Completed,Delivery,NULL,Customer_18,09346011590,customer18@example.com,Peter Jones
2025-07-04,13:04:53,TRANS_100018,REC_7117,140,140,Card,ADD ONS,EXTRA SHOT ESPRESSO,NULL,NULL,3,20,0,0,PAY_935027,0,140,0,0,Completed,Take-Out,NULL,Customer_19,09919297447,customer19@example.com,Peter Jones
2025-07-04,13:04:53,TRANS_100018,REC_7117,140,140,Card,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,1,80,0,0,PAY_451114,0,140,0,0,Completed,Take-Out,NULL,Customer_19,09919297447,customer19@example.com,Peter Jones
2025-07-04,02:21:09,TRANS_100019,REC_2819,380,380,GCash,ADD ONS,SYRUPS,NULL,NULL,1,5,0,0,PAY_834970,0,0,0,0,Completed,Take-Out,NULL,Customer_20,09756853455,customer20@example.com,Jane Smith
2025-07-04,02:21:09,TRANS_100019,REC_2819,380,380,GCash,HOTDOGS,Plain Hotdog Sandwich,NULL,NULL,2,55,0,0,PAY_512043,0,0,0,0,Completed,Take-Out,NULL,Customer_20,09756853455,customer20@example.com,Jane Smith
2025-07-04,02:21:09,TRANS_100019,REC_2819,380,380,GCash,ADD ONS,DIP,NULL,NULL,1,10,0,0,PAY_679565,0,0,0,0,Completed,Take-Out,NULL,Customer_20,09756853455,customer20@example.com,Jane Smith
2025-07-04,02:21:09,TRANS_100019,REC_2819,380,380,GCash,HOTDOGS,Plain Hotdog Sandwich,NULL,NULL,3,55,0,0,PAY_836194,0,0,0,0,Completed,Take-Out,NULL,Customer_20,09756853455,customer20@example.com,Jane Smith
2025-07-04,02:21:09,TRANS_100019,REC_2819,380,380,GCash,DRINKS,Iced Coffee,LARGE,NULL,1,90,0,0,PAY_598882,0,0,0,0,Completed,Take-Out,NULL,Customer_20,09756853455,customer20@example.com,Jane Smith
2025-07-04,18:55:52,TRANS_100020,REC_5961,1010,1010,GCash,HOTDOGS,Bacon Overload,NULL,NULL,2,75,0,0,PAY_212089,0,0,0,0,Completed,Dine-In,20,Customer_21,09877537470,customer21@example.com,John Doe
2025-07-04,18:55:52,TRANS_100020,REC_5961,1010,1010,GCash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,1,80,0,0,PAY_172176,0,0,0,0,Completed,Dine-In,15,Customer_21,09877537470,customer21@example.com,John Doe
2025-07-04,18:55:52,TRANS_100020,REC_5961,1010,1010,GCash,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_676285,0,0,0,0,Completed,Dine-In,1,Customer_21,09877537470,customer21@example.com,John Doe
2025-07-04,18:55:52,TRANS_100020,REC_5961,1010,1010,GCash,DRINKS,Iced Coffee,LARGE,NULL,2,90,0,0,PAY_644423,0,0,0,0,Completed,Dine-In,16,Customer_21,09877537470,customer21@example.com,John Doe
2025-07-04,18:55:52,TRANS_100020,REC_5961,1010,1010,GCash,SNACKS,Large Chicken Poppers,NULL,NULL,3,120,0,0,PAY_150192,0,0,0,0,Completed,Dine-In,2,Customer_21,09877537470,customer21@example.com,John Doe
2025-07-04,18:24:58,TRANS_100021,REC_5799,300,300,GCash,SNACKS,French Fries,NULL,NULL,2,40,0,0,PAY_695106,0,0,0,0,Completed,Take-Out,NULL,Customer_22,09674874387,customer22@example.com,Peter Jones
2025-07-04,18:24:58,TRANS_100021,REC_5799,300,300,GCash,ADD ONS,EXTRA SHOT ESPRESSO,NULL,NULL,3,20,0,0,PAY_820000,0,0,0,0,Completed,Take-Out,NULL,Customer_22,09674874387,customer22@example.com,Peter Jones
2025-07-04,18:24:58,TRANS_100021,REC_5799,300,300,GCash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,2,80,0,0,PAY_645205,0,0,0,0,Completed,Take-Out,NULL,Customer_22,09674874387,customer22@example.com,Peter Jones
2025-07-04,06:07:50,TRANS_100022,REC_9528,360,360,GCash,DRINKS,Iced Coffee,LARGE,NULL,2,90,0,0,PAY_723337,0,0,0,0,Completed,Dine-In,17,Customer_23,09470163352,customer23@example.com,Jane Smith
2025-07-04,06:07:50,TRANS_100022,REC_9528,360,360,GCash,ADD ONS,DIP,NULL,NULL,1,10,0,0,PAY_848199,0,0,0,0,Completed,Dine-In,19,Customer_23,09470163352,customer23@example.com,Jane Smith
2025-07-04,06:07:50,TRANS_100022,REC_9528,360,360,GCash,ADD ONS,SYRUPS,NULL,NULL,1,5,0,0,PAY_226323,0,0,0,0,Completed,Dine-In,9,Customer_23,09470163352,customer23@example.com,Jane Smith
2025-07-04,06:07:50,TRANS_100022,REC_9528,360,360,GCash,HOTDOGS,Plain Hotdog Sandwich,NULL,NULL,3,55,0,0,PAY_388825,0,0,0,0,Completed,Dine-In,2,Customer_23,09470163352,customer23@example.com,Jane Smith
2025-07-04,19:09:50,TRANS_100023,REC_4498,270,270,Cash,DRINKS,Iced Coffee,LARGE,NULL,3,90,0,0,PAY_587942,270,0,0,0,Completed,Take-Out,NULL,Customer_24,09760311284,customer24@example.com,Jane Smith
2025-07-04,09:08:42,TRANS_100024,REC_8205,380,380,Cash,HOTDOGS,Bacon Overload,NULL,NULL,2,75,0,0,PAY_854384,380,0,0,0,Completed,Dine-In,14,Customer_25,09174204475,customer25@example.com,Peter Jones
2025-07-04,09:08:42,TRANS_100024,REC_8205,380,380,Cash,HOTDOGS,Bacon Overload,NULL,NULL,2,75,0,0,PAY_414572,380,0,0,0,Completed,Dine-In,2,Customer_25,09174204475,customer25@example.com,Peter Jones
2025-07-04,09:08:42,TRANS_100024,REC_8205,380,380,Cash,SNACKS,French Fries,NULL,NULL,2,40,0,0,PAY_173526,380,0,0,0,Completed,Dine-In,11,Customer_25,09174204475,customer25@example.com,Peter Jones
2025-07-04,23:04:14,TRANS_100025,REC_2618,705,705,Cash,HOTDOGS,Bacon Overload,NULL,NULL,2,75,0,0,PAY_347003,705,0,0,0,Completed,Delivery,NULL,Customer_26,09780465970,customer26@example.com,Jane Smith
2025-07-04,23:04:14,TRANS_100025,REC_2618,705,705,Cash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,1,80,0,0,PAY_863184,705,0,0,0,Completed,Delivery,NULL,Customer_26,09780465970,customer26@example.com,Jane Smith
2025-07-04,23:04:14,TRANS_100025,REC_2618,705,705,Cash,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_265158,705,0,0,0,Completed,Delivery,NULL,Customer_26,09780465970,customer26@example.com,Jane Smith
2025-07-04,23:04:14,TRANS_100025,REC_2618,705,705,Cash,ADD ONS,DIP,NULL,NULL,1,10,0,0,PAY_194726,705,0,0,0,Completed,Delivery,NULL,Customer_26,09780465970,customer26@example.com,Jane Smith
2025-07-04,23:04:14,TRANS_100025,REC_2618,705,705,Cash,HOTDOGS,Bacon Overload,NULL,NULL,3,75,0,0,PAY_514328,705,0,0,0,Completed,Delivery,NULL,Customer_26,09780465970,customer26@example.com,Jane Smith
2025-07-04,01:21:04,TRANS_100026,REC_6459,10,10,GCash,ADD ONS,SYRUPS,NULL,NULL,2,5,0,0,PAY_594881,0,0,0,0,Completed,Dine-In,1,Customer_27,09502566951,customer27@example.com,John Doe
2025-07-04,18:56:43,TRANS_100027,REC_8820,20,20,Cash,ADD ONS,DIP,NULL,NULL,2,10,0,0,PAY_603698,20,0,0,0,Completed,Dine-In,15,Customer_28,09811864839,customer28@example.com,Jane Smith
2025-07-04,06:04:38,TRANS_100028,REC_9631,485,485,Cash,ADD ONS,DIP,NULL,NULL,3,10,0,0,PAY_976313,485,0,0,0,Completed,Delivery,NULL,Customer_29,09443539513,customer29@example.com,John Doe
2025-07-04,06:04:38,TRANS_100028,REC_9631,485,485,Cash,SNACKS,French Fries,NULL,NULL,3,40,0,0,PAY_685168,485,0,0,0,Completed,Delivery,NULL,Customer_29,09443539513,customer29@example.com,John Doe
2025-07-04,06:04:38,TRANS_100028,REC_9631,485,485,Cash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,3,80,0,0,PAY_718340,485,0,0,0,Completed,Delivery,NULL,Customer_29,09443539513,customer29@example.com,John Doe
2025-07-04,06:04:38,TRANS_100028,REC_9631,485,485,Cash,ADD ONS,DIP,NULL,NULL,3,10,0,0,PAY_485729,485,0,0,0,Completed,Delivery,NULL,Customer_29,09443539513,customer29@example.com,John Doe
2025-07-04,06:04:38,TRANS_100028,REC_9631,485,485,Cash,HOTDOGS,Signature Cheesy Hotdog Sandwich,NULL,NULL,1,65,0,0,PAY_264206,485,0,0,0,Completed,Delivery,NULL,Customer_29,09443539513,customer29@example.com,John Doe
2025-07-04,20:20:35,TRANS_100029,REC_5148,595,595,GCash,HOTDOGS,Bacon Overload,NULL,NULL,2,75,0,0,PAY_734901,0,0,0,0,Completed,Dine-In,20,Customer_30,09796651276,customer30@example.com,John Doe
2025-07-04,20:20:35,TRANS_100029,REC_5148,595,595,GCash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,2,80,0,0,PAY_599049,0,0,0,0,Completed,Dine-In,18,Customer_30,09796651276,customer30@example.com,John Doe
2025-07-04,20:20:35,TRANS_100029,REC_5148,595,595,GCash,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_553161,0,0,0,0,Completed,Dine-In,20,Customer_30,09796651276,customer30@example.com,John Doe
2025-07-04,20:20:35,TRANS_100029,REC_5148,595,595,GCash,SNACKS,French Fries,NULL,NULL,1,40,0,0,PAY_794449,0,0,0,0,Completed,Dine-In,13,Customer_30,09796651276,customer30@example.com,John Doe
2025-07-04,20:20:35,TRANS_100029,REC_5148,595,595,GCash,ADD ONS,SYRUPS,NULL,NULL,1,5,0,0,PAY_484885,0,0,0,0,Completed,Dine-In,9,Customer_30,09796651276,customer30@example.com,John Doe
2025-07-04,12:50:37,TRANS_100030,REC_1961,1105,1105,GCash,HOTDOGS,Bacon Overload,NULL,NULL,1,75,0,0,PAY_416273,0,0,0,0,Completed,Delivery,NULL,Customer_31,09825860599,customer31@example.com,Peter Jones
2025-07-04,12:50:37,TRANS_100030,REC_1961,1105,1105,GCash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,2,80,0,0,PAY_611014,0,0,0,0,Completed,Delivery,NULL,Customer_31,09825860599,customer31@example.com,Peter Jones
2025-07-04,12:50:37,TRANS_100030,REC_1961,1105,1105,GCash,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_988093,0,0,0,0,Completed,Delivery,NULL,Customer_31,09825860599,customer31@example.com,Peter Jones
2025-07-04,12:50:37,TRANS_100030,REC_1961,1105,1105,GCash,SNACKS,Large Chicken Poppers,NULL,NULL,3,120,0,0,PAY_881328,0,0,0,0,Completed,Delivery,NULL,Customer_31,09825860599,customer31@example.com,Peter Jones
2025-07-04,12:50:37,TRANS_100030,REC_1961,1105,1105,GCash,DRINKS,Iced Coffee,LARGE,NULL,3,90,0,0,PAY_126034,0,0,0,0,Completed,Delivery,NULL,Customer_31,09825860599,customer31@example.com,Peter Jones
