Date,Time,Transaction ID,Receipt No.,Total,Total Cost,Payment Type,Category,Item,Option,Modifier,Quantity,Price per Unit,Discount,Tax,Payment ID,Cash Amount,Card Amount,Balance,Change Amount,Status,Order Type,Table Number,Customer Name,Customer Phone,Customer Email,Cashier
2025-07-04,09:46:10,TRANS_100003,REC_8186,490,490,Card,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,2,80,0,0,PAY_148484,0,490,0,0,Completed,Dine-In,10,Customer_4,09463817320,customer4@example.com,Peter Jones
2025-07-04,09:46:10,TRANS_100003,REC_8186,490,490,Card,HOTDOGS,Plain Hotdog Sandwich,NULL,NULL,1,55,0,0,PAY_352290,0,490,0,0,Completed,Dine-In,1,Customer_4,09463817320,customer4@example.com,Peter Jones
2025-07-04,16:45:20,TRANS_100004,REC_2573,245,245,Card,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_706222,0,245,0,0,Completed,Dine-In,14,Customer_5,09366358989,customer5@example.com,Peter Jones
2025-07-04,16:45:20,TRANS_100004,REC_2573,245,245,Card,ADD ONS,SYRUPS,NULL,NULL,1,5,0,0,PAY_513886,0,245,0,0,Completed,Dine-In,7,Customer_5,09366358989,customer5@example.com,Peter Jones
2025-07-04,10:10:34,TRANS_100005,REC_8435,120,120,Cash,SNACKS,French Fries,NULL,NULL,3,40,0,0,PAY_556544,120,0,0,0,Completed,Dine-In,13,Customer_6,09153214066,customer6@example.com,Peter Jones
2025-07-04,17:32:08,TRANS_100006,REC_7670,915,915,GCash,SNACKS,Large Chicken Poppers,NULL,NULL,3,120,0,0,PAY_899328,0,0,0,0,Completed,Take-Out,NULL,Customer_7,09552025984,customer7@example.com,Peter Jones
2025-07-04,17:32:08,TRANS_100006,REC_7670,915,915,GCash,SNACKS,Large Chicken Poppers,NULL,NULL,3,120,0,0,PAY_264348,0,0,0,0,Completed,Take-Out,NULL,Customer_7,09552025984,customer7@example.com,Peter Jones
2025-07-04,17:32:08,TRANS_100006,REC_7670,915,915,GCash,ADD ONS,EXTRA SHOT ESPRESSO,NULL,NULL,3,20,0,0,PAY_541953,0,0,0,0,Completed,Take-Out,NULL,Customer_7,09552025984,customer7@example.com,Peter Jones
2025-07-04,17:32:08,TRANS_100006,REC_7670,915,915,GCash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,1,80,0,0,PAY_806304,0,0,0,0,Completed,Take-Out,NULL,Customer_7,09552025984,customer7@example.com,Peter Jones
2025-07-04,17:32:08,TRANS_100006,REC_7670,915,915,GCash,HOTDOGS,Plain Hotdog Sandwich,NULL,NULL,1,55,0,0,PAY_205414,0,0,0,0,Completed,Take-Out,NULL,Customer_7,09552025984,customer7@example.com,Peter Jones
2025-07-04,14:03:14,TRANS_100007,REC_8119,505,505,Card,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_675496,0,505,0,0,Completed,Take-Out,NULL,Customer_8,09864188560,customer8@example.com,John Doe
2025-07-04,14:03:14,TRANS_100007,REC_8119,505,505,Card,ADD ONS,DIP,NULL,NULL,3,10,0,0,PAY_500563,0,505,0,0,Completed,Take-Out,NULL,Customer_8,09864188560,customer8@example.com,John Doe
2025-07-04,14:03:14,TRANS_100007,REC_8119,505,505,Card,HOTDOGS,Signature Cheesy Hotdog Sandwich,NULL,NULL,3,65,0,0,PAY_834551,0,505,0,0,Completed,Take-Out,NULL,Customer_8,09864188560,customer8@example.com,John Doe
2025-07-04,14:03:14,TRANS_100007,REC_8119,505,505,Card,SNACKS,French Fries,NULL,NULL,1,40,0,0,PAY_745587,0,505,0,0,Completed,Take-Out,NULL,Customer_8,09864188560,customer8@example.com,John Doe
2025-07-04,20:22:46,TRANS_100008,REC_8245,940,940,GCash,HOTDOGS,Bacon Overload,NULL,NULL,2,75,0,0,PAY_666088,0,0,0,0,Completed,Take-Out,NULL,Customer_9,09456404381,customer9@example.com,Jane Smith
2025-07-04,20:22:46,TRANS_100008,REC_8245,940,940,GCash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,2,80,0,0,PAY_146316,0,0,0,0,Completed,Take-Out,NULL,Customer_9,09456404381,customer9@example.com,Jane Smith
2025-07-04,20:22:46,TRANS_100008,REC_8245,940,940,GCash,SNACKS,Large Chicken Poppers,NULL,NULL,1,120,0,0,PAY_203303,0,0,0,0,Completed,Take-Out,NULL,Customer_9,09456404381,customer9@example.com,Jane Smith
2025-07-04,20:22:46,TRANS_100008,REC_8245,940,940,GCash,DRINKS,Iced Coffee,LARGE,NULL,3,90,0,0,PAY_662012,0,0,0,0,Completed,Take-Out,NULL,Customer_9,09456404381,customer9@example.com,Jane Smith
2025-07-04,20:22:46,TRANS_100008,REC_8245,940,940,GCash,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_509308,0,0,0,0,Completed,Take-Out,NULL,Customer_9,09456404381,customer9@example.com,Jane Smith
2025-07-04,14:34:00,TRANS_100009,REC_5371,370,370,Card,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_228634,0,370,0,0,Completed,Take-Out,NULL,Customer_10,09684849225,customer10@example.com,John Doe
2025-07-04,14:34:00,TRANS_100009,REC_5371,370,370,Card,ADD ONS,SYRUPS,NULL,NULL,2,5,0,0,PAY_275728,0,370,0,0,Completed,Take-Out,NULL,Customer_10,09684849225,customer10@example.com,John Doe
2025-07-04,14:34:00,TRANS_100009,REC_5371,370,370,Card,SNACKS,French Fries,NULL,NULL,3,40,0,0,PAY_290589,0,370,0,0,Completed,Take-Out,NULL,Customer_10,09684849225,customer10@example.com,John Doe
2025-07-04,14:24:54,TRANS_100010,REC_9560,20,20,Card,ADD ONS,DIP,NULL,NULL,2,10,0,0,PAY_456966,0,20,0,0,Completed,Delivery,NULL,Customer_11,09606099612,customer11@example.com,Jane Smith
2025-07-04,15:42:28,TRANS_100011,REC_5795,920,920,GCash,SNACKS,Large Chicken Poppers,NULL,NULL,3,120,0,0,PAY_434251,0,0,0,0,Completed,Take-Out,NULL,Customer_12,09211101555,customer12@example.com,Peter Jones
2025-07-04,15:42:28,TRANS_100011,REC_5795,920,920,GCash,ADD ONS,DIP,NULL,NULL,3,10,0,0,PAY_925311,0,0,0,0,Completed,Take-Out,NULL,Customer_12,09211101555,customer12@example.com,Peter Jones
2025-07-04,15:42:28,TRANS_100011,REC_5795,920,920,GCash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,3,80,0,0,PAY_475369,0,0,0,0,Completed,Take-Out,NULL,Customer_12,09211101555,customer12@example.com,Peter Jones
2025-07-04,15:42:28,TRANS_100011,REC_5795,920,920,GCash,HOTDOGS,Signature Cheesy Hotdog Sandwich,NULL,NULL,2,65,0,0,PAY_255293,0,0,0,0,Completed,Take-Out,NULL,Customer_12,09211101555,customer12@example.com,Peter Jones
2025-07-04,15:42:28,TRANS_100011,REC_5795,920,920,GCash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,2,80,0,0,PAY_289077,0,0,0,0,Completed,Take-Out,NULL,Customer_12,09211101555,customer12@example.com,Peter Jones
2025-07-04,09:46:29,TRANS_100012,REC_2975,510,510,Card,HOTDOGS,Bacon Overload,NULL,NULL,1,75,0,0,PAY_567603,0,510,0,0,Completed,Dine-In,19,Customer_13,09677384502,customer13@example.com,Jane Smith
2025-07-04,09:46:29,TRANS_100012,REC_2975,510,510,Card,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,1,80,0,0,PAY_261625,0,510,0,0,Completed,Dine-In,19,Customer_13,09677384502,customer13@example.com,Jane Smith
2025-07-04,09:46:29,TRANS_100012,REC_2975,510,510,Card,SNACKS,Large Chicken Poppers,NULL,NULL,1,120,0,0,PAY_187082,0,510,0,0,Completed,Dine-In,20,Customer_13,09677384502,customer13@example.com,Jane Smith
2025-07-04,09:46:29,TRANS_100012,REC_2975,510,510,Card,ADD ONS,SYRUPS,NULL,NULL,2,5,0,0,PAY_182773,0,510,0,0,Completed,Dine-In,6,Customer_13,09677384502,customer13@example.com,Jane Smith
2025-07-04,09:46:29,TRANS_100012,REC_2975,510,510,Card,HOTDOGS,Bacon Overload,NULL,NULL,3,75,0,0,PAY_773353,0,510,0,0,Completed,Dine-In,3,Customer_13,09677384502,customer13@example.com,Jane Smith
2025-07-04,21:09:16,TRANS_100013,REC_9053,660,660,Cash,HOTDOGS,Bacon Overload,NULL,NULL,2,75,0,0,PAY_134574,660,0,0,0,Completed,Delivery,NULL,Customer_14,09987887972,customer14@example.com,Jane Smith
2025-07-04,21:09:16,TRANS_100013,REC_9053,660,660,Cash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,1,80,0,0,PAY_787270,660,0,0,0,Completed,Delivery,NULL,Customer_14,09987887972,customer14@example.com,Jane Smith
2025-07-04,21:09:16,TRANS_100013,REC_9053,660,660,Cash,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_122360,660,0,0,0,Completed,Delivery,NULL,Customer_14,09987887972,customer14@example.com,Jane Smith
2025-07-04,21:09:16,TRANS_100013,REC_9053,660,660,Cash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,2,80,0,0,PAY_433013,660,0,0,0,Completed,Delivery,NULL,Customer_14,09987887972,customer14@example.com,Jane Smith
2025-07-04,21:09:16,TRANS_100013,REC_9053,660,660,Cash,ADD ONS,DIP,NULL,NULL,3,10,0,0,PAY_133415,660,0,0,0,Completed,Delivery,NULL,Customer_14,09987887972,customer14@example.com,Jane Smith
2025-07-04,09:41:35,TRANS_100014,REC_5927,695,695,Card,HOTDOGS,Bacon Overload,NULL,NULL,2,75,0,0,PAY_498322,0,695,0,0,Completed,Dine-In,14,Customer_15,09380404567,customer15@example.com,John Doe
2025-07-04,09:41:35,TRANS_100014,REC_5927,695,695,Card,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,2,80,0,0,PAY_683105,0,695,0,0,Completed,Dine-In,12,Customer_15,09380404567,customer15@example.com,John Doe
2025-07-04,09:41:35,TRANS_100014,REC_5927,695,695,Card,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_955906,0,695,0,0,Completed,Dine-In,11,Customer_15,09380404567,customer15@example.com,John Doe
2025-07-04,09:41:35,TRANS_100014,REC_5927,695,695,Card,HOTDOGS,Signature Cheesy Hotdog Sandwich,NULL,NULL,1,65,0,0,PAY_979972,0,695,0,0,Completed,Dine-In,17,Customer_15,09380404567,customer15@example.com,John Doe
2025-07-04,09:41:35,TRANS_100014,REC_5927,695,695,Card,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,1,80,0,0,PAY_721289,0,695,0,0,Completed,Dine-In,19,Customer_15,09380404567,customer15@example.com,John Doe
2025-07-04,08:54:02,TRANS_100015,REC_4869,615,615,Cash,HOTDOGS,Plain Hotdog Sandwich,NULL,NULL,2,55,0,0,PAY_229742,615,0,0,0,Completed,Dine-In,6,Customer_16,09405714906,customer16@example.com,John Doe
2025-07-04,08:54:02,TRANS_100015,REC_4869,615,615,Cash,HOTDOGS,Bacon Overload,NULL,NULL,2,75,0,0,PAY_929600,615,0,0,0,Completed,Dine-In,8,Customer_16,09405714906,customer16@example.com,John Doe
2025-07-04,08:54:02,TRANS_100015,REC_4869,615,615,Cash,HOTDOGS,Bacon Overload,NULL,NULL,3,75,0,0,PAY_429771,615,0,0,0,Completed,Dine-In,3,Customer_16,09405714906,customer16@example.com,John Doe
2025-07-04,08:54:02,TRANS_100015,REC_4869,615,615,Cash,HOTDOGS,Signature Cheesy Hotdog Sandwich,NULL,NULL,2,65,0,0,PAY_232760,615,0,0,0,Completed,Dine-In,18,Customer_16,09405714906,customer16@example.com,John Doe
2025-07-04,11:27:29,TRANS_100016,REC_1435,675,675,Card,HOTDOGS,Bacon Overload,NULL,NULL,1,75,0,0,PAY_168489,0,675,0,0,Completed,Dine-In,2,Customer_17,09380272169,customer17@example.com,John Doe
2025-07-04,11:27:29,TRANS_100016,REC_1435,675,675,Card,SNACKS,French Fries,NULL,NULL,3,40,0,0,PAY_481770,0,675,0,0,Completed,Dine-In,17,Customer_17,09380272169,customer17@example.com,John Doe
2025-07-04,11:27:29,TRANS_100016,REC_1435,675,675,Card,SNACKS,Large Chicken Poppers,NULL,NULL,3,120,0,0,PAY_726559,0,675,0,0,Completed,Dine-In,10,Customer_17,09380272169,customer17@example.com,John Doe
2025-07-04,11:27:29,TRANS_100016,REC_1435,675,675,Card,SNACKS,French Fries,NULL,NULL,3,40,0,0,PAY_300974,0,675,0,0,Completed,Dine-In,19,Customer_17,09380272169,customer17@example.com,John Doe
2025-07-04,07:03:46,TRANS_100017,REC_3426,615,615,Cash,HOTDOGS,Bacon Overload,NULL,NULL,1,75,0,0,PAY_444210,615,0,0,0,Completed,Dine-In,6,Customer_18,09725489710,customer18@example.com,John Doe
2025-07-04,07:03:46,TRANS_100017,REC_3426,615,615,Cash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,2,80,0,0,PAY_548602,615,0,0,0,Completed,Dine-In,6,Customer_18,09725489710,customer18@example.com,John Doe
2025-07-04,07:03:46,TRANS_100017,REC_3426,615,615,Cash,SNACKS,Large Chicken Poppers,NULL,NULL,1,120,0,0,PAY_514030,615,0,0,0,Completed,Dine-In,5,Customer_18,09725489710,customer18@example.com,John Doe
2025-07-04,07:03:46,TRANS_100017,REC_3426,615,615,Cash,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_889833,615,0,0,0,Completed,Dine-In,12,Customer_18,09725489710,customer18@example.com,John Doe
2025-07-04,07:03:46,TRANS_100017,REC_3426,615,615,Cash,ADD ONS,EXTRA SHOT ESPRESSO,NULL,NULL,1,20,0,0,PAY_306714,615,0,0,0,Completed,Dine-In,2,Customer_18,09725489710,customer18@example.com,John Doe
2025-07-04,11:03:38,TRANS_100018,REC_3439,920,920,GCash,HOTDOGS,Bacon Overload,NULL,NULL,3,75,0,0,PAY_934092,0,0,0,0,Completed,Take-Out,NULL,Customer_19,09778533359,customer19@example.com,Peter Jones
2025-07-04,11:03:38,TRANS_100018,REC_3439,920,920,GCash,HOTDOGS,Plain Hotdog Sandwich,NULL,NULL,1,55,0,0,PAY_288999,0,0,0,0,Completed,Take-Out,NULL,Customer_19,09778533359,customer19@example.com,Peter Jones
2025-07-04,11:03:38,TRANS_100018,REC_3439,920,920,GCash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,3,80,0,0,PAY_674126,0,0,0,0,Completed,Take-Out,NULL,Customer_19,09778533359,customer19@example.com,Peter Jones
2025-07-04,11:03:38,TRANS_100018,REC_3439,920,920,GCash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,2,80,0,0,PAY_878496,0,0,0,0,Completed,Take-Out,NULL,Customer_19,09778533359,customer19@example.com,Peter Jones
2025-07-04,11:03:38,TRANS_100018,REC_3439,920,920,GCash,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_750004,0,0,0,0,Completed,Take-Out,NULL,Customer_19,09778533359,customer19@example.com,Peter Jones
2025-07-04,11:54:49,TRANS_100019,REC_1111,40,40,Card,SNACKS,French Fries,NULL,NULL,1,40,0,0,PAY_227722,0,40,0,0,Completed,Take-Out,NULL,Customer_20,09297985985,customer20@example.com,John Doe
2025-07-04,06:17:01,TRANS_100020,REC_2099,470,470,GCash,ADD ONS,SYRUPS,NULL,NULL,1,5,0,0,PAY_764937,0,0,0,0,Completed,Take-Out,NULL,Customer_21,09270395438,customer21@example.com,Peter Jones
2025-07-04,06:17:01,TRANS_100020,REC_2099,470,470,GCash,HOTDOGS,Bacon Overload,NULL,NULL,2,75,0,0,PAY_254931,0,0,0,0,Completed,Take-Out,NULL,Customer_21,09270395438,customer21@example.com,Peter Jones
2025-07-04,06:17:01,TRANS_100020,REC_2099,470,470,GCash,DRINKS,Iced Coffee,LARGE,NULL,2,90,0,0,PAY_157115,0,0,0,0,Completed,Take-Out,NULL,Customer_21,09270395438,customer21@example.com,Peter Jones
2025-07-04,06:17:01,TRANS_100020,REC_2099,470,470,GCash,SNACKS,French Fries,NULL,NULL,2,40,0,0,PAY_566552,0,0,0,0,Completed,Take-Out,NULL,Customer_21,09270395438,customer21@example.com,Peter Jones
2025-07-04,06:17:01,TRANS_100020,REC_2099,470,470,GCash,HOTDOGS,Plain Hotdog Sandwich,NULL,NULL,1,55,0,0,PAY_729702,0,0,0,0,Completed,Take-Out,NULL,Customer_21,09270395438,customer21@example.com,Peter Jones
2025-07-04,08:30:27,TRANS_100021,REC_7142,425,425,Card,DRINKS,Iced Coffee,LARGE,NULL,2,90,0,0,PAY_459996,0,425,0,0,Completed,Take-Out,NULL,Customer_22,09357418225,customer22@example.com,Jane Smith
2025-07-04,08:30:27,TRANS_100021,REC_7142,425,425,Card,HOTDOGS,Bacon Overload,NULL,NULL,3,75,0,0,PAY_110696,0,425,0,0,Completed,Take-Out,NULL,Customer_22,09357418225,customer22@example.com,Jane Smith
2025-07-04,08:30:27,TRANS_100021,REC_7142,425,425,Card,ADD ONS,EXTRA SHOT ESPRESSO,NULL,NULL,1,20,0,0,PAY_303541,0,425,0,0,Completed,Take-Out,NULL,Customer_22,09357418225,customer22@example.com,Jane Smith
2025-07-04,23:38:13,TRANS_100022,REC_1257,345,345,Card,ADD ONS,EXTRA SHOT ESPRESSO,NULL,NULL,2,20,0,0,PAY_953939,0,345,0,0,Completed,Dine-In,13,Customer_23,09818909941,customer23@example.com,Jane Smith
2025-07-04,23:38:13,TRANS_100022,REC_1257,345,345,Card,HOTDOGS,Signature Cheesy Hotdog Sandwich,NULL,NULL,1,65,0,0,PAY_613972,0,345,0,0,Completed,Dine-In,18,Customer_23,09818909941,customer23@example.com,Jane Smith
2025-07-04,23:38:13,TRANS_100022,REC_1257,345,345,Card,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_208058,0,345,0,0,Completed,Dine-In,9,Customer_23,09818909941,customer23@example.com,Jane Smith
2025-07-04,23:41:20,TRANS_100023,REC_6392,440,440,Cash,HOTDOGS,Bacon Overload,NULL,NULL,1,75,0,0,PAY_428759,440,0,0,0,Completed,Delivery,NULL,Customer_24,09955544375,customer24@example.com,Peter Jones
2025-07-04,23:41:20,TRANS_100023,REC_6392,440,440,Cash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,1,80,0,0,PAY_108861,440,0,0,0,Completed,Delivery,NULL,Customer_24,09955544375,customer24@example.com,Peter Jones
2025-07-04,23:41:20,TRANS_100023,REC_6392,440,440,Cash,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_917574,440,0,0,0,Completed,Delivery,NULL,Customer_24,09955544375,customer24@example.com,Peter Jones
2025-07-04,23:41:20,TRANS_100023,REC_6392,440,440,Cash,ADD ONS,SYRUPS,NULL,NULL,1,5,0,0,PAY_833217,440,0,0,0,Completed,Delivery,NULL,Customer_24,09955544375,customer24@example.com,Peter Jones
2025-07-04,23:41:20,TRANS_100023,REC_6392,440,440,Cash,SNACKS,French Fries,NULL,NULL,1,40,0,0,PAY_172553,440,0,0,0,Completed,Delivery,NULL,Customer_24,09955544375,customer24@example.com,Peter Jones
2025-07-04,17:11:06,TRANS_100024,REC_1816,640,640,Cash,HOTDOGS,Bacon Overload,NULL,NULL,2,75,0,0,PAY_977760,640,0,0,0,Completed,Dine-In,2,Customer_25,09290469721,customer25@example.com,John Doe
2025-07-04,17:11:06,TRANS_100024,REC_1816,640,640,Cash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,2,80,0,0,PAY_213432,640,0,0,0,Completed,Dine-In,12,Customer_25,09290469721,customer25@example.com,John Doe
2025-07-04,17:11:06,TRANS_100024,REC_1816,640,640,Cash,SNACKS,Large Chicken Poppers,NULL,NULL,2,120,0,0,PAY_520281,640,0,0,0,Completed,Dine-In,3,Customer_25,09290469721,customer25@example.com,John Doe
2025-07-04,17:11:06,TRANS_100024,REC_1816,640,640,Cash,ADD ONS,SYRUPS,NULL,NULL,2,5,0,0,PAY_369241,640,0,0,0,Completed,Dine-In,16,Customer_25,09290469721,customer25@example.com,John Doe
2025-07-04,17:11:06,TRANS_100024,REC_1816,640,640,Cash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,1,80,0,0,PAY_298191,640,0,0,0,Completed,Dine-In,2,Customer_25,09290469721,customer25@example.com,John Doe
2025-07-04,19:49:15,TRANS_100025,REC_1241,90,90,Card,ADD ONS,SYRUPS,NULL,NULL,1,5,0,0,PAY_243393,0,90,0,0,Completed,Delivery,NULL,Customer_26,09143515847,customer26@example.com,John Doe
2025-07-04,19:49:15,TRANS_100025,REC_1241,90,90,Card,ADD ONS,SYRUPS,NULL,NULL,2,5,0,0,PAY_596932,0,90,0,0,Completed,Delivery,NULL,Customer_26,09143515847,customer26@example.com,John Doe
2025-07-04,19:49:15,TRANS_100025,REC_1241,90,90,Card,HOTDOGS,Bacon Overload,NULL,NULL,1,75,0,0,PAY_797277,0,90,0,0,Completed,Delivery,NULL,Customer_26,09143515847,customer26@example.com,John Doe
2025-07-04,05:43:48,TRANS_100026,REC_1290,720,720,Card,HOTDOGS,Bacon Overload,NULL,NULL,2,75,0,0,PAY_700696,0,720,0,0,Completed,Take-Out,NULL,Customer_27,09918149285,customer27@example.com,Jane Smith
2025-07-04,05:43:48,TRANS_100026,REC_1290,720,720,Card,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,2,80,0,0,PAY_193500,0,720,0,0,Completed,Take-Out,NULL,Customer_27,09918149285,customer27@example.com,Jane Smith
2025-07-04,05:43:48,TRANS_100026,REC_1290,720,720,Card,SNACKS,Large Chicken Poppers,NULL,NULL,1,120,0,0,PAY_617373,0,720,0,0,Completed,Take-Out,NULL,Customer_27,09918149285,customer27@example.com,Jane Smith
2025-07-04,05:43:48,TRANS_100026,REC_1290,720,720,Card,DRINKS,Iced Coffee,LARGE,NULL,3,90,0,0,PAY_925593,0,720,0,0,Completed,Take-Out,NULL,Customer_27,09918149285,customer27@example.com,Jane Smith
2025-07-04,05:43:48,TRANS_100026,REC_1290,720,720,Card,ADD ONS,EXTRA SHOT ESPRESSO,NULL,NULL,1,20,0,0,PAY_501601,0,720,0,0,Completed,Take-Out,NULL,Customer_27,09918149285,customer27@example.com,Jane Smith
2025-07-04,22:17:30,TRANS_100027,REC_5974,465,465,GCash,HOTDOGS,Plain Hotdog Sandwich,NULL,NULL,2,55,0,0,PAY_673973,0,0,0,0,Completed,Take-Out,NULL,Customer_28,09790777525,customer28@example.com,Jane Smith
2025-07-04,22:17:30,TRANS_100027,REC_5974,465,465,GCash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,1,80,0,0,PAY_267110,0,0,0,0,Completed,Take-Out,NULL,Customer_28,09790777525,customer28@example.com,Jane Smith
2025-07-04,22:17:30,TRANS_100027,REC_5974,465,465,GCash,DRINKS,Strawberry Lemon Yakult,LARGE,NULL,1,80,0,0,PAY_961202,0,0,0,0,Completed,Take-Out,NULL,Customer_28,09790777525,customer28@example.com,Jane Smith
2025-07-04,22:17:30,TRANS_100027,REC_5974,465,465,GCash,HOTDOGS,Signature Cheesy Hotdog Sandwich,NULL,NULL,3,65,0,0,PAY_731849,0,0,0,0,Completed,Take-Out,NULL,Customer_28,09790777525,customer28@example.com,Jane Smith
2025-07-04,23:54:13,TRANS_100028,REC_3469,610,610,GCash,ADD ONS,EXTRA SHOT ESPRESSO,NULL,NULL,1,20,0,0,PAY_306013,0,0,0,0,Completed,Take-Out,NULL,Customer_29,09718436734,customer29@example.com,John Doe
2025-07-04,23:54:13,TRANS_100028,REC_3469,610,610,GCash,HOTDOGS,Bacon Overload,NULL,NULL,3,75,0,0,PAY_786937,0,0,0,0,Completed,Take-Out,NULL,Customer_29,09718436734,customer29@example.com,John Doe
2025-07-04,23:54:13,TRANS_100028,REC_3469,610,610,GCash,SNACKS,Large Chicken Poppers,NULL,NULL,1,120,0,0,PAY_513205,0,0,0,0,Completed,Take-Out,NULL,Customer_29,09718436734,customer29@example.com,John Doe
